id,entity,metric,period_start,period_end,value,unit,status,source_id,locator,source_url,notes
CW31,CoreWeave consolidated,principal_bucket_thereafter,,2026-06-30,14896,USD_million,reported_actual,CWQ,p.28 Note 10,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001769628/9f708637-612f-4da7-bef2-4a4b667f9d64.pdf,June schedule; annual bucket. No quarterly interpolation or post-June roll-forward.
CW32,CoreWeave consolidated,DDTL_5_5_subsequent_draw,,2026-08,1200,USD_million,reported_subsequent_event,CWQ,Note 16,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001769628/9f708637-612f-4da7-bef2-4a4b667f9d64.pdf,August draw disclosed separately; intervening cash uses and repayments are not fully observed.
CW33,CoreWeave consolidated,revolver_subsequent_draw,,2026-08,1200,USD_million,reported_subsequent_event,CWQ,Note 16,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001769628/9f708637-612f-4da7-bef2-4a4b667f9d64.pdf,August draw disclosed separately; intervening cash uses and repayments are not fully observed.
CW34,CoreWeave consolidated,committed_contract_revenue_share,2026-01-01,2026-06-30,0.98,fraction,reported_actual,CWQ,Note 2,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001769628/9f708637-612f-4da7-bef2-4a4b667f9d64.pdf,"Revenue mix, not collected fixed cash; delivery and credits matter."
D01,CoreWeave Compute Acquisition Co. VIII LLC,principal,,2026-06-30,2837,USD_million,reported_actual,CWQ,p.27 Note 10,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001769628/9f708637-612f-4da7-bef2-4a4b667f9d64.pdf,"June face principal, not current cutoff debt."
D02,CoreWeave Compute Acquisition Co. VIII LLC,collateral_noncurrent_carrying_amount,,2026-06-30,3300,USD_million,reported_rounded,CWQ,p.29 Note 10,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001769628/9f708637-612f-4da7-bef2-4a4b667f9d64.pdf,"Approximately $3.3bn, primarily net PPE; not liquidation value."
D03,CoreWeave Compute Acquisition Co. VIII LLC,collateral_current_carrying_amount,,2026-06-30,155,USD_million,reported_actual,CWQ,p.29 Note 10,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001769628/9f708637-612f-4da7-bef2-4a4b667f9d64.pdf,Primarily restricted cash; not entirely available cash or a known LC balance.
D04,CoreWeave Compute Acquisition Co. VIII LLC,facility_ceiling,,2026-03-30,8500,USD_million,contractual_ceiling,CWCA,Commitment definitions; Schedule 2.01,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000129/ex1011.htm,"Maximum capacity, not received cash."
D05,CoreWeave Compute Acquisition Co. VIII LLC,maintenance_DSCR,,2026-03-30,1.15,times,contract_term,CWCA,§6.12(a),https://www.sec.gov/Archives/edgar/data/1769628/000176962826000129/ex1011.htm,Starts under commitment-termination provisions; not observed compliance.
D06,CoreWeave Compute Acquisition Co. VIII LLC,base_case_DSCR,,2026-04-03,1.2,times,rating_base_case,DBRS,Financial Outlook,https://dbrs.morningstar.com/research/478180/morningstar-dbrs-assigns-credit-rating-of-a-low-with-a-stable-trend-to-coreweave-compute-acquisition-co-viii-llc,"Underwriting expectation, not observed borrower results."
D07,CoreWeave Compute Acquisition Co. VIII LLC,reserve_months,,2026-03-30,3,months,contract_term,CWCA,Liquidity Requirement definition,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000129/ex1011.htm,Post-termination separate category maxima; cash and eligible LCs can count.
D08,CoreWeave Compute Acquisition Co. VIII LLC,indicative_fixed_rate,,2026-03-31,0.059,fraction_per_year,issuer_pricing_description,CWR,Pricing paragraph,https://investors.coreweave.com/news/news-details/2026/CoreWeave-Closes-Landmark-8-5-Billion-Financing-Facility-Achieving-First-Investment-Grade-Rated-GPU-backed-Financing/default.aspx,"Approximate initial fixed-tranche price, not weighted actual rate on all drawings."
D09,CoreWeave Compute Acquisition Co. VIII LLC,floating_spread,,2026-03-30,0.0225,fraction_per_year,contract_term,CWCA,§2.11,https://www.sec.gov/Archives/edgar/data/1769628/000176962826000129/ex1011.htm,Added to SOFR under the contract; not the all-in cash rate.
D10,CoreWeave Compute Acquisition Co. VIII LLC,construction_LTC,,2026-03,0.9,fraction,issuer_structure_description,CWP,Slide 4,https://s205.q4cdn.com/133937190/files/doc_presentations/2026/Mar/2026-03-DDTL-4-Overview.pdf,"Installation financing description, not current recovery coverage."
D11,CoreWeave Compute Acquisition Co. VIII LLC,stabilization_LTC_approx,,2026-03,1.02,fraction,issuer_structure_description,CWP,Slide 4,https://s205.q4cdn.com/133937190/files/doc_presentations/2026/Mar/2026-03-DDTL-4-Overview.pdf,Up to approximately 102% of cost after stabilization and 1.2× sizing.
D12,CoreWeave Compute Acquisition Co. VIII LLC,initial_capacity,,2026-03,7500,USD_million,issuer_structure_description,CWP,Slide 4,https://s205.q4cdn.com/133937190/files/doc_presentations/2026/Mar/2026-03-DDTL-4-Overview.pdf,"Pre-stabilization capacity description, not principal outstanding."
N01,CoreWeave parent note issuer,priced_note_face,,2026-09-18,3700,USD_million,priced_not_closed_at_cutoff,CWPRICE,18 September pricing release,https://investors.coreweave.com/news/news-details/2026/CoreWeave-Prices-Upsized-3-7-Billion-Convertible-Senior-Notes-Offering/default.aspx,"Expected settlement 22 September, after the 20 September cutoff."
N02,CoreWeave parent note issuer,estimated_net_proceeds_before_other_costs,,2026-09-18,3644.5,USD_million,priced_not_closed_at_cutoff,CWPRICE,18 September pricing release,https://investors.coreweave.com/news/news-details/2026/CoreWeave-Prices-Upsized-3-7-Billion-Convertible-Senior-Notes-Offering/default.aspx,"Estimated proceeds after purchasers’ discounts; deduct capped calls, then other expenses."
N03,CoreWeave parent note issuer,capped_call_expected_cost,,2026-09-18,498.8,USD_million,priced_not_closed_at_cutoff,CWPRICE,18 September pricing release,https://investors.coreweave.com/news/news-details/2026/CoreWeave-Prices-Upsized-3-7-Billion-Convertible-Senior-Notes-Offering/default.aspx,"Prospective cash use, not a reduction of contractual principal."
N04,CoreWeave parent note issuer,cash_coupon,,2026-09-18,0.02875,fraction_per_year,priced_not_closed_at_cutoff,CWPRICE,18 September pricing release,https://investors.coreweave.com/news/news-details/2026/CoreWeave-Prices-Upsized-3-7-Billion-Convertible-Senior-Notes-Offering/default.aspx,2.875% coupon; not complete economic financing cost.
N05,CoreWeave parent note issuer,additional_purchaser_option,,2026-09-18,500,USD_million,priced_not_closed_at_cutoff,CWPRICE,18 September pricing release,https://investors.coreweave.com/news/news-details/2026/CoreWeave-Prices-Upsized-3-7-Billion-Convertible-Senior-Notes-Offering/default.aspx,Not assumed exercised or received.
N06,CoreWeave DDTL 5.5,facility_ceiling,,2026-08-10,2600,USD_million,closed_facility_capacity,CW55,10 August release,https://investors.coreweave.com/news/news-details/2026/CoreWeave-Closes-2-6-Billion-Loan-Facility-Expanding-Financing-Flexibility-for-AI-Infrastructure/default.aspx,A closed facility does not mean its full ceiling was drawn.
M01,Meta parent consolidated,operating_cash_flow,2026-01-01,2026-06-30,64088,USD_million,reported_actual,MR,Cash-flow statement,https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Reports-Second-Quarter-2026-Results/default.aspx,All-parent cash; includes cash operating interest and taxes.
M02,Meta parent consolidated,cash_property_equipment,2026-01-01,2026-06-30,49113,USD_million,reported_actual,MR,Cash-flow statement,https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Reports-Second-Quarter-2026-Results/default.aspx,"Whole-company cash purchases, not AI-only spending."
M03,Meta parent consolidated,finance_lease_principal,2026-01-01,2026-06-30,1805,USD_million,reported_actual,MR,Cash-flow statement,https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Reports-Second-Quarter-2026-Results/default.aspx,Included in management’s capex-guidance definition.
M04,Meta parent consolidated,RSU_tax_settlement,2026-01-01,2026-06-30,8704,USD_million,reported_actual,MR,Cash-flow statement,https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Reports-Second-Quarter-2026-Results/default.aspx,"Employee-equity tax withholding, not share repurchases."
M05,Meta parent consolidated,dividends_equivalents,2026-01-01,2026-06-30,2699,USD_million,reported_actual,MR,Cash-flow statement,https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Reports-Second-Quarter-2026-Results/default.aspx,"Historical H1 cash use, not immutable H2 payment."
M06,Meta parent consolidated,share_repurchases,2026-01-01,2026-06-30,0,USD_million,reported_actual,MR,Cash-flow statement,https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Reports-Second-Quarter-2026-Results/default.aspx,No H1 repurchase cash outflow to cut again in the stress.
M07,Meta parent consolidated,net_note_issuance,2026-01-01,2026-06-30,24910,USD_million,reported_actual,MR,Cash-flow statement,https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Reports-Second-Quarter-2026-Results/default.aspx,May proceeds already in June liquidity; not added again.
M08,Meta parent consolidated,other_financing_outflow,2026-01-01,2026-06-30,2288,USD_million,reported_actual,MR,Cash-flow statement,https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Reports-Second-Quarter-2026-Results/default.aspx,Not automatically repeated in the H2 sensitivity.
M09,Meta parent consolidated,cash_and_marketable_securities,,2026-06-30,90260,USD_million,reported_rounded,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,Rounded $90.26bn; excludes separately reported restricted funds.
M10,Meta parent consolidated,restricted_escrow_reclassification,,2026-06-30,10800,USD_million,reported_rounded,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,Not available for general use; expected release 2028–30. Outside the starting liquidity pool.
M11,Meta parent consolidated,debt_face,,2026-06-30,84000,USD_million,reported_actual,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,Unsecured note principal.
M12,Meta parent consolidated,notes_principal_remaining_2026,,2026-06-30,0,USD_million,reported_schedule,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,Not all corporate obligations.
M13,Meta parent consolidated,notes_principal_2027,,2026-06-30,2750,USD_million,reported_schedule,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,Annual bucket; no invented quarterly split.
M14,Meta parent consolidated,notes_principal_2028,,2026-06-30,1500,USD_million,reported_schedule,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,Separate annual principal bucket.
M15,Meta parent consolidated,uncommenced_leases,,2026-06-30,278990,USD_million,future_commitment,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,"Future starts through 2036, not current cash payment."
M16,Meta parent consolidated,new_July_uncommenced_leases,,2026-07,68000,USD_million,reported_subsequent_commitment,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,"Distinct later commitment, expected starts 2027–28."
M17,Meta parent consolidated,noncancelable_contract_commitments,,2026-06-30,349310,USD_million,contract_commitment,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,"Includes cloud, infrastructure and other commitments; overlaps future operating/capital spending."
M18,Meta parent consolidated,contract_commitments_due_2026,,2026-06-30,53520,USD_million,contract_commitment,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,June observation; not added again to H2 capex or OCF uses.
M19,Meta parent consolidated,contract_commitments_due_2027,,2026-06-30,81650,USD_million,contract_commitment,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,"Separate annual bucket, not independently additive spending."
M20,Meta parent consolidated,contingent_cloud_purchases,,2026-06-30,14720,USD_million,contingent_ceiling,MQ,Notes 8–9; Liquidity and Capital Resources,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,Up to over five years; reduced by provider resale.
M21,Meta parent consolidated,2026_capex_guidance_low,2026-01-01,2026-12-31,130000,USD_million,management_guidance_2026_07_29,MR,CFO outlook,https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Reports-Second-Quarter-2026-Results/default.aspx,Includes finance-lease principal. H2 sensitivity subtracts actual H1 capex.
M22,Meta parent consolidated,2026_capex_guidance_high,2026-01-01,2026-12-31,145000,USD_million,management_guidance_2026_07_29,MR,CFO outlook,https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Reports-Second-Quarter-2026-Results/default.aspx,Includes finance-lease principal. H2 sensitivity subtracts actual H1 capex.
V01,NVIDIA consolidated,cash_and_marketable_debt,,2026-07-26,56586,USD_million,reported_actual,NVQ,"Liquidity, balance sheet and cash flows",https://www.sec.gov/Archives/edgar/data/1045810/000104581026000075/nvda-20260726.htm,Excludes marketable equity; not cash reserved for SB Energy.
V02,NVIDIA consolidated,operating_cash_flow_H1,,2026-07-26,74421,USD_million,reported_actual,NVQ,"Liquidity, balance sheet and cash flows",https://www.sec.gov/Archives/edgar/data/1045810/000104581026000075/nvda-20260726.htm,"Six months ended July 26, not guaranteed annual or future cash."
V03,NVIDIA consolidated,marketable_equity,,2026-07-26,42783,USD_million,reported_actual,NVQ,"Liquidity, balance sheet and cash flows",https://www.sec.gov/Archives/edgar/data/1045810/000104581026000075/nvda-20260726.htm,"Market-sensitive holdings, not cash equivalents."
V04,NVIDIA consolidated,equity_purchase_cash_H1,,2026-07-26,42404,USD_million,reported_actual,NVQ,"Liquidity, balance sheet and cash flows",https://www.sec.gov/Archives/edgar/data/1045810/000104581026000075/nvda-20260726.htm,"Competing historical cash use, not incremental guarantee loss."
V05,NVIDIA consolidated,cash_repurchase_H1,,2026-07-26,39044,USD_million,reported_actual,NVQ,"Liquidity, balance sheet and cash flows",https://www.sec.gov/Archives/edgar/data/1045810/000104581026000075/nvda-20260726.htm,"Cash-flow statement amount, not trading-date repurchases."
V06,NVIDIA / PORTS-Pike,guarantee_maximum,,2026-08-17,105000,USD_million,contingent_ceiling,NV8,Item 1.01,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000069/nvda-20260817.htm,"Phase-dependent ceiling; not active exposure, cash demand or expected loss."
V07,NVIDIA / Energy Global LP,prepaid_forward_obligation,,2026-08-17,1500,USD_million,contractual_obligation_receipt_unverified,FWD,§1(f),https://www.sec.gov/Archives/edgar/data/2133037/000162828026059639/exhibit1027-prepaidforward.htm,"Receipt unverified, not nonpayment. Separate from customer revenue, guarantee and share subscription."
V08,NVIDIA / SE Global Holdings Inc,IPO_share_purchase,,2026-08-17,1500,USD_million,conditional_equity_purchase,SHARE,§1 and closing conditions,https://www.sec.gov/Archives/edgar/data/2133037/000162828026059639/exhibit1028-sharepurchasea.htm,Qualifying IPO and later closing required; receipt not established.
V09,NVIDIA / PORTS-Pike,deferral_option_max,,2026-09-04,1,years,filed_contract_form_term,RVG,§12(a)(v)(E),https://www.sec.gov/Archives/edgar/data/2133037/000162828026060761/sbenergy-ex1031xformofport.htm,"After verification period, with specified costs payable; other periods are redacted."
S01,Conditional financing calculation,cash_rate_low,,2026-09-20,0.05,fraction_per_year,research_assumption,SCENARIO,Financing investigation §§3–5; financing-calculations.py,,Not a weighted actual cash coupon.
S02,Conditional financing calculation,cash_rate_mid,,2026-09-20,0.06,fraction_per_year,research_assumption,SCENARIO,Financing investigation §§3–5; financing-calculations.py,,"Near indicative fixed pricing, not a disclosed all-facility rate."
S03,Conditional financing calculation,cash_rate_high,,2026-09-20,0.07,fraction_per_year,research_assumption,SCENARIO,Financing investigation §§3–5; financing-calculations.py,,Not an accounting effective rate relabeled cash interest.
S04,Conditional financing calculation,liquidation_cost_fraction,,2026-09-20,0.05,fraction,research_assumption,SCENARIO,Financing investigation §§3–5; financing-calculations.py,,Assumed cost on gross noncurrent realization; no empirical sale sample.
S05,Conditional financing calculation,recovery_gross_low,,2026-09-20,0.5,fraction,research_assumption,SCENARIO,Financing investigation §§3–5; financing-calculations.py,,"Severe conditional realization/book value, not a probability."
S06,Conditional financing calculation,recovery_gross_mid,,2026-09-20,0.75,fraction,research_assumption,SCENARIO,Financing investigation §§3–5; financing-calculations.py,,"Conditional fraction, not a market quotation."
S07,Conditional financing calculation,recovery_gross_high,,2026-09-20,0.9,fraction,research_assumption,SCENARIO,Financing investigation §§3–5; financing-calculations.py,,"Conditional fraction, not an observed price."
S08,Conditional financing calculation,Meta_H2_OCF_multiplier_low,,2026-09-20,0.7,fraction,research_assumption,SCENARIO,Financing investigation §§3–5; financing-calculations.py,,"Assumed 30% decline versus H1, not management guidance."
S09,Conditional financing calculation,Meta_H2_OCF_multiplier_flat,,2026-09-20,1,fraction,research_assumption,SCENARIO,Financing investigation §§3–5; financing-calculations.py,,"Flat half-on-half assumption, not a forecast."
S10,Conditional financing calculation,covenant_example_amortization,,2026-09-20,50,USD_million,research_assumption,SCENARIO,Financing investigation §§3–5; financing-calculations.py,,Illustrative three-month included principal; schedule is redacted.
S11,Conditional financing calculation,covenant_example_prior_costs,,2026-09-20,60,USD_million,research_assumption,SCENARIO,Financing investigation §§3–5; financing-calculations.py,,"Illustrative three-month costs, not observed borrower costs."
M23,Meta Platforms Inc.,May_2026_notes_face_issued,,2026-05,25000,USD_million,reported_actual,MQ,"Note 8, May 2026 notes",https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,Six unsecured tranches. Face differs from proceeds; already reflected in June liquidity.
M24,Meta Platforms Inc.,May_2026_notes_min_nominal_coupon,,2026-05,0.0455,fraction_per_year,contract_term,MQ,"Note 8, May 2026 notes",https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,"Lowest nominal coupon, not a weighted rate or accounting effective rate."
M25,Meta Platforms Inc.,May_2026_notes_max_nominal_coupon,,2026-05,0.0645,fraction_per_year,contract_term,MQ,"Note 8, May 2026 notes",https://www.sec.gov/Archives/edgar/data/1326801/000162828026050705/meta-20260630.htm,"Highest nominal coupon, not a current yield or weighted rate."
